 ID,SHA256,APT-group,Country,attack_sequence
3197,d35fababd35a6610e32061fb874ffff416675c485afcfbfa3ad0dabad9828a81,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027']"
3198,01538c304e4ed77239fc4e31fb14c47604a768a7f9a2a0e7368693255b408420,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1027', 'T1105']"
3199,6f20898219ee44400a725b21329b1c62433f4437c99bf4815be9dd8120e75004,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1071']"
3200,163da43525eab12bd057547d94753beb87e60732baf73a62e3a08b275875e13e,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1105']"
3201,7cfac5cf758be95bdbe6142fe05aaed700e8c0c2ce91693d19753890e9a51446,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059', 'T1071']"
3202,2cdbc7946d6af3011059cbe58735954ccc1d8fe8d6d10ebe01f31d2a7a4534d4,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1027']"
3203,53a06fd70807395cb7a4533198ff59e0db481c21b33094fc682d7a0a9b1e83a4,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1027', 'T1105']"
3204,8061851681cd1ac0344ee9e1548e7dcdb6bb80f62ab032a336e5626fb97f7229,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1059', 'T1105']"
3205,c762755fd2ed7c90468fc3818e18e82cbfd79c04be9f0ff72b1f33628caa58e0,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1105', 'T1059']"
3206,1065bae8c1ad1f0f9ccc5de4b2f89f7e81bf9d3ba23d1a5e3cbb8a52590a8360,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1105', 'T1027']"
3207,9b38af495599bbbf90db91bb0ff9fe00669fb1bf9da43f33df5ff94252b5cc4f,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059', 'T1071']"
3208,efff5279dafeb1aea2983edb5a878b8a1ae615473d4e39eecd379732604b26f8,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1105', 'T1059']"
3209,8931005e8c7d2e23841bb3600ea1fd46583d72765b26979406edf9aa4455aec0,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1105', 'T1059']"
3210,a73fe94204d982623d225c8909901407badb97211a7672104824d8b65a6aa5ca,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1027']"
3211,7b1892afdc20dbeba3d849bbece3e4c3590ba6a622bad09da0fd0cae98db60ad,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1071']"
3212,bd76454bfc2abfed2772352857423a7cc22f858d5dd18e6c9e923b1bab4318e5,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1059']"
3213,3d5317e3f344daf6f414359f3cd0b2c318de59d1da7801d2f4898a9dfb5c8fe2,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1105', 'T1071']"
3214,81d7c4089c6385d6701da8c7d8c9037ee1ed0983d0c84a366c77e937098df95e,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1071', 'T1105']"
3215,32da28fc3c542779e46213c1a8118c6e4ba34b196dc34a6be6724ed0e8a5a09e,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1071', 'T1059']"
3216,eed09fa713e5417090636b85fb30954b82ad2afc39d69c64db4bd68a9a8fe713,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1105']"
3217,33b20c3051728c0ec2f834d6d02958e3f00b1c5e8b98e70dced53dc07ed595be,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1071', 'T1027']"
3218,caf0d8d9ce08ca96d80bd34c4233c1a9f2f5ce4b6796df7db4ea563f36d5bc6b,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1071']"
3219,8baee209d58080b3ae603ad24d977683926c44b3c1964a9760a8c0cb05a94219,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1059', 'T1105']"
3220,2d767d092ddb038f7b05c03b6377db65449942e56489dd47be047a2de6229e47,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1059']"
3221,86feb1f92077553f386a6ad2068db88ae15e21d61a09d9c6e29b51cebe4d6573,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1071']"
3222,46997e2e40afc603cfd40da7bf3596c25f101ada8195c149451563aa9f0dfc67,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1105']"
3223,e48e453c0ee566aebfc5491602d69a28d9f2c0ea1947dd664484a8fcd1249d9e,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1105']"
3224,98af3fb72e2530a7d0da0aa4cbfcb2df45ed661972f4789f9ec6576de853e84f,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1071']"
3225,cf5616b01f1a003565623100c253c673d87cff7139f52a57f7edeb95287969e6,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027', 'T1105']"
3226,e25e3333db573b70ca342d5d040800d030c3e8348983a2592de415297b0b5b3b,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1071']"
3227,fd99913f0ed491d0345bd21390809023f00dec56eacc0fd03e22d5c71e8caac9,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1027', 'T1071']"
3228,3b263e971de9f88b16297d5f6c74c4ee483d029fdb484ab9051b887b42c312d7,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1059']"
3229,a2b1bd76587556975a5cbb6701af378c972ba82cf651d0631652402fa79c7dd3,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1071', 'T1105']"
3230,24958c98fde1b67c87983d64411cc80f9b4d819f5c3eb8a26a94029f3fa80c40,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1027', 'T1105']"
3231,c9e25ce021a4f5543716f7ac29b3eadbcecd8a919aac0226eab7ed92757e6c95,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1071', 'T1027']"
3232,b23d8a90a0c27455c559a07be719a7f23099161a193ad321a77dcd268c59310b,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1059', 'T1027']"
3233,54473a66b4cd0bf9b79170654d2d33fb4169d405692dda044a7f4d4662f62ac2,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1027']"
3234,f746861fad3548dc37583a1134ecaf9ed6476e0175f0e51c8e78b3e671c27bbb,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1071', 'T1105']"
3235,6a572b02c3709e41d67e2606d87356cfc4ab8436317cbac70913e9040bba43e0,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1071', 'T1027']"
3236,7952b22e949dd1f5a2f2eb884001b4823932caa5d3ba40fd33b456b428739e19,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1071', 'T1059']"
3237,4c789dcbe43d59cc4120277f9cdb33861d6f4c119d742cf66d50bd8ee54b3763,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027']"
3238,3e6b5fac401462de8e6b43060ffde1aa7117b083e3d2f8d795530b72f422650c,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1105', 'T1071']"
3239,566a2a9da09d6a367d97e6aadce337b6a97829674d5d833aa92deed28ab16ac5,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1071']"
3240,25e4358d042e632ee575cab1a0968d5ad23b8e8593fc29cd9fadfaedc392917f,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1071', 'T1059']"
3241,4e04e20a5ef41c39daddeb225f119251e42815de7afc3a5b5bd851a3e73217fd,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1071']"
3242,5885ea86add67e7a149634e8c9ae4da63e35b431c5210256a570b56387ee1f8a,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1059', 'T1027']"
3243,ed5a5be5967e099fef823504cf531932a5f23fb9c03c1781c5566fc1e6f437be,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1059']"
3244,5311426b5d34e8f473c5c3d60b0ee8e54de8a7257e6e377f5819589d2d67d6e1,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059']"
3245,965a0d797543710af88690230667986caf59854cdf5c90e9214f326ebf92aecd,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1071']"
3246,78b11682c2bc82b035e99ba1fcb16dc58cf4c4edba6313aa64a193264dad8659,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1027']"
3247,e06424ab3e62b69f6f6e351787d97b7dec56facc3adbaab03c694a0dc5d977b3,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1071', 'T1059']"
3248,ec35b57f7c88b3ab45b3ec7f0fa80fa6fb783b40fef4df4611253756d160f8fa,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1071', 'T1105']"
3249,ac918b739bf2ba8f4c78ac87a630594e70668f5b05657c9106c5490aa0afb5f0,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1105']"
3250,09a4637db3d0b1cbf3114013c150d89ba01a827f534be57bcc4aaf8d9a18eba6,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027', 'T1105']"
3251,4282450a487189d3c155a313a3cc1471ef4a54561cca4ae8edfa2881d3a30e0d,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1105']"
3252,40b7e4e361e854e91cff8b6fed0c786325471cc9237068480e4bad6497ee0d88,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1071', 'T1105']"
3253,b1edaade103f901e2bbf1f8a13cbfce149261ee2ce6d8540e15567fb52b3691c,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1071']"
3254,2ab8a240c143b3fd0ca8207ffa340c3a188172f1905d424307b9dc5058c9d5ec,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1071']"
3255,12393bd27c682e6a736c901597f8afc107f910bcfc42bf914f30eaebd2115366,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1105', 'T1059']"
3256,cbfd7654711810879a4b146401fd91749663d068cebd427639d814537070b61f,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1059', 'T1105']"
3257,f3635b86c8395d383ffbeae5f75b23191c526433e91fd0a839f0a3e9a41f68db,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1071']"
3258,d7e6506f8b90ca6bd1bd92356045a4356306bbaf79ca8d159ba35ab5dc0f3124,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1105']"
3259,65f81d3482a13d61f9284289361cff4a008c82a5c362e1cc394a6bd08844e0a5,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1027', 'T1059']"
3260,883dda658e9bc0db921ac80eac849851b39c2c93ced75fa4f393e38b101c0ac6,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1027']"
3261,6310e65faf3e4d779229257ab35a335a39a2fe1ae631e1f0f9e6ff35ac13fb04,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1071']"
3262,1e33d6a14ac8ac99c72fff695dedb92a80d8fba782bb68282e2f334f7fef3894,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1027', 'T1071']"
3263,36e8c1c4fbc719d45c37dc00d2ad363f9a0b3704936c17af1b9d2c460a19a0ee,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1071']"
3264,cfd1601a8f9dd37b9b4492db28921ab17edfa828f0ca5ca7670063a198fd3003,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1071', 'T1027']"
3265,e3d9658d0951d104d41a062afed4f091d434f720adce24b866f3d4b4ee990ac5,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059', 'T1071']"
3266,78db162015df3f0e06defcdbb1a424b80485ec2473266e3d165aaa4d94433c76,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1027']"
3267,0c464bf294a0b92ab97dc3c23ab170f3b0bbb9d2501e611bde9348b08e4010d5,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059']"
3268,1131481d96934e0f2672a3742257fde874bd374a305984787828cb40769e9aa7,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1071']"
3269,ba045eb905307daf7dca193d99fdf2ec624bb56131235c7d3c45ebd774c5b7ac,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1059', 'T1105']"
3270,a1669957257226ace07aa63b449ec895c42ed6a8458f872929ddbec5d3a9b5cc,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1105']"
3271,6ccd6e3ff2187d0dd6089fb20e56907f96c8e29a4be3ea82e53d92cf2b91c040,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1027', 'T1071']"
3272,dfb4b08a405b423290c5e424392dc09d1b4c312fae5265e1b7b160a3c29995a3,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1071', 'T1105']"
3273,662042ae1134642b602e3874d6de9ee164fc1d7329bf34a92c342ba5c93479be,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1105']"
3274,c15f3207a2642764c6bdbf87bfeb45fe0fef4b556bb0a93b2c78533c20d93dcf,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1071']"
3275,d04a23eca16801dddaf33e0472c5bde5789e83b316737216eb8736e81d957452,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1105']"
3276,6dcc8b4f7bf24b1103786f798a2b6575fd14621564ae0a9b4e5c3742749397e2,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1105', 'T1071']"
3277,d039a75f8d067e30b128cf730e2917422e4aa3dc016a872e12f74b922485c658,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1105', 'T1027']"
3278,23b61d5cf710aa3b507eab972672572c6a3febb8f70fe81d35541b24cf6462f6,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1059']"
3279,737e8c1bb2310d364d9ab0eec4c8a04042e56ccfe56d993360eee96528fc0af2,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1027', 'T1071']"
3280,e47dafbb7b7489468873fe033c511fca577e207860ed3926b73b69003f9e9f81,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1027', 'T1071']"
3281,3ff73c04659bbe32ee28e3c880da3731cd0cc1f2fc1d466cbd2f9a00f06ceb24,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1027']"
3282,48b5891b05052332210200faae5fbc72cd4e9b38ba30d71136868b1016a792a2,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1027']"
3283,b86c80a33f1153cb9cf492bd9efbd4303f7911167413a9630ba300d2150b31fb,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1027']"
3284,4d3d99055422305e0a6859ec432fa76f6308baf27e2f641dcc6c67b67ba12e59,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059', 'T1071']"
3285,4f1ee8ede72874970ffe05c81814b994c72f77ae8eb166d4c24dbb87790233b7,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1059', 'T1105']"
3286,572e22283bac84f3439061bf4a127fc5fc3be6c9bb61d0b28190b231098ca9ee,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1071']"
3287,d0799f181c166d12b1c7c99d22c935a58ee535992086ef15b54aef5d4e7121df,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1059', 'T1027']"
3288,fa3251a34fde074b9409e7cb74ad685386917b9c11d8570ba29519329089b40c,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1071', 'T1105']"
3289,a6430cde0cbc4bdd92e64a3eecb6d623d51276319894d7169c578e53f1bfceb6,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1071', 'T1059']"
3290,2411a3905ce0351bdc6ad919fd626c1df8e640ef2599ad87eead50c2356a3b36,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1027', 'T1105']"
3291,60bdecb996414b57c9b5b059e1078a734bd56a6962c5c6b4d99edbe7740583af,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1105', 'T1027']"
3292,af612b4dcf2ad4af3a0b0682a46d0d5de2c27011258228877dcc1403736d92ee,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1105']"
3293,127f6a2692bf6350eb9c1ed2df1b2c078aaadfd8e892473f0032d1ab479c6344,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1105', 'T1059']"
3294,ee2f4a134e15b08945a07ca1f44183ce21c6211e853a7dfd9a911b6f0674a28c,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1059']"
3295,0bd591f27a22c998555a6137cd0fdcf6ff214f971d0499da17900932f426a99d,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1071', 'T1059']"
3296,ff4827dd05be0be2fa3bb4a421bcad69f2a42a40a4949f8bcb39f2dd49bb9e4c,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1059']"
3297,6a7c7b24cbbb9edd01babb07ee6f178e1055ae6a5c2003a769a74fcd2d7fe392,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1027', 'T1071']"
3298,760fed948088349acc896a11b8197acc50e17e4839b8cc8d3505e97d689dee5a,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1105']"
3299,47c07ad0ff0cbf3fb3e001dc77b825a88d1833e922423b06cab6be977fb158ed,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1027']"
3300,12a6e4ee2373c2ea04457308f008be50dbc98b4e25dac8290fb985658bd179be,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1105', 'T1027']"
3301,c16d68a18b0d71298de6819b7a921f0f0cd5518f50903c40a5d50b0345a1733d,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059']"
3302,8c6939d7aa933d0ae1022c2919941222a6f866dd54db817b2fccf89732d8eeab,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1071', 'T1105']"
3303,af6cbc79ff21a3afc5baa03b474b67e364b919c24059b8844391fb392a030914,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1071']"
3304,15bbc81fef5eb79850f7f23bb2a47043d71fca9b2508edb7b6a554fec20e2a5f,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1059', 'T1105']"
3305,87e42bda353e4afb860117365897c6077f2fcdd9d710249ecce1e1abd8cb01a2,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1071']"
3306,fbcf67f4fc47eafffb22e9fb224c5449aca5c2558119fc70693ff0cd0ac49bc8,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1027']"
3307,bb77f91396c89cd4f88c11aff2c8f5f7546a3a4f22bb97ab0064b30ca51d0b06,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1105', 'T1059']"
3308,a900098e0c30b0e1400472c0fd70fdc68875aa84d3c364736e22300354f23435,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1071']"
3309,6f71e7fb265201ec40a614d5739285bf90347be9acb8eb73102a0cd0e0924c3d,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1105', 'T1071']"
3310,4c0dca9f6c3dd4d48c626d925d03c918c6d0fefdc021bc746f53a93d890b014f,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1059', 'T1027']"
3311,da99eb849f259e110969bfab761213029c94c97509e73df781f77b78563f7064,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1071', 'T1027']"
3312,f68321e8c744c981d63adddbb039aca2be9443b48b01d32a9687ab1397d58730,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1027']"
3313,12c149444d787fda1d32cb168ca44b76f15826172ac512b68a839e616e2cdbc3,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059']"
3314,3962307b2873339db9a9965c682a5c1451965434765043e347ab688eaebe3f06,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1027', 'T1105']"
3315,bdb8fb0a4707ddb0bded6c91df3a679364960934a9efa9c5ecb141ca1c1dafa1,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1027']"
3316,6063049339486f8844f0c0650e8b1f11ff448e74a568a9a785ea9f98b4088e40,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1071']"
3317,cd3059d040675714fd5f016009af62049c188f0e40c9e0cec33857142866e0b3,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1105', 'T1059']"
3318,f4a092fb455c70d6c3bb259da079742aa44935d77c4a63a9f150f9e8bb5fa42c,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1071', 'T1105']"
3319,267cdbd24ba0c232c80967c7c39f454db0e59b6943836750a5cfbaf2540768d8,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1071', 'T1105']"
3320,4d25a66570135422826b58278654157c7ab78bfbf771f4688ffb87ad558764af,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1071', 'T1059']"
3321,4142fcde447fc96fe3b95e93be525cdf365723c74481bfb3f36b192d85c04656,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1027', 'T1059']"
3322,1752088cfa567dda6c60e1a9ddb5f17cb98cfba59dc0c46a969933058cff930f,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1071']"
3323,d9aa14215a7bc827e192f33b19aa43cc3c701013bd9da4e38e060c50710948b5,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1105']"
3324,9755eacce9b80f55c41628ab0373c0fbf7b5f5f5b9960b7a3805e714f6915cb9,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1027', 'T1059']"
3325,3bd4a8459543e0bd12eeaac127b36e4f2ecc3c3add6622eb41b057c542f02ceb,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1071']"
3326,e177fc73ba8fe3175bdb49e94f038ff507e356825c61d13e70cbb1457e5caeab,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1027']"
3327,7cf9e3340d5ea3736aeba0e0e4818992c87c8425a65365c7ef4e791db2754504,GORGONGROUP,Pakistan,"['T1105', 'T1071', 'T1059']"
3328,e7c58509840796d50ccc4bad4e20ff2da5e05c6051b41fd480a216613a83bc4b,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1071', 'T1027']"
3329,e40dac4c341c811f5181c5a02aa5e2da45e875e8e1f3aaa51ad0d5a61c0ab5be,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1027', 'T1071']"
3330,8023830b424814ac071b9cc6047bed8773fa9f03b8828bb2e5e6fbc8405d99a7,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1071', 'T1059']"
3331,98399d9fb20a469a6e2ec9afe1fade5d6989ae7851e30d8f5b6451b343c5b4ef,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1105', 'T1059']"
3332,60da9a353c2ca13cdbcba17dfd53ccaa42d12614aba9d3f03ad66e11895a1813,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1059', 'T1105']"
3333,4e121bf3e79d1f8d146331b77bdb83fdcd404f541a4717caea4cc44c06dbd909,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1071', 'T1027']"
3334,85fdd09eb51961339527380feec027e0376bca8f46ebb731ff211f3d1f8f1b21,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1059', 'T1105']"
3335,af5db7dc727d071d622e2eb93aefe13f5e2464e411d23c7d99025aa17eb22007,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1027']"
3336,7bf330666c586e8adf6751c911a2821fe67d39f34c8f10d3618fddcbd81a9e53,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1027']"
3337,57277137c73211817b908b7c81280a94eb381e65bdd147c78ec1a8daf9dfe143,GORGONGROUP,Pakistan,"['T1105', 'T1027', 'T1059']"
3338,d142c8f903913beeec5e3c4c2edf491f05db57e12ad6630d820522ee8a4aa6cf,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1071', 'T1105']"
3339,54ead7edf6d8bd31993e6c3948978757222ac79ac183e7e784e7a437d50e4fd8,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1059', 'T1027']"
3340,a7f7ea1cacdf9eb689b25b162a2327ca85060a0ff33b95ed711d579a4133aa55,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1071']"
3341,3886efd64799ccf14090480c26fa688d9219a5030c0b30cefcd253e310d34304,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1105', 'T1027']"
3342,0763948feacc0f9c1245ed16e8cdb033edb4fb7dacf0f17437629491b097e3b4,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1071']"
3343,e76f44c18318a50ca93f6745af546d6a3571cd00bc2f73085f04fc53c27e8cea,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1105', 'T1027']"
3344,67405abe0e9a237b031052c3b08c1aec771b8e5ecf09c96cd605f8af5908cae7,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1059', 'T1105']"
3345,7eb26b22855d24245a50de5f0024a8150e744a10eb6295433d22734724bef19f,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1105', 'T1071']"
3346,0ee73829ff7ea896e8f578a60e7a67d7c239441f4bfb5dd39e95f9536cd97993,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1027']"
3347,87eb7cd984e1c93fd3fb57cc7192f4ff68ec49275f024767d027425cb7c0fb5a,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1027']"
3348,7382f8b6cb4bd9f7bc4971a72548773e9550fd212f3936b4d733feed403cc752,GORGONGROUP,Pakistan,"['T1027', 'T1059', 'T1071', 'T1105']"
3349,c26a9870b433df5cd061d444b6b3d5a5f2e7146e0247af270b51ede0796c28a4,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059', 'T1071']"
3350,2699f47fc3c90494d12c55ecdee6af701b3715e3e5c9545e8d3a65e0daa134c7,GORGONGROUP,Pakistan,"['T1105', 'T1059', 'T1027']"
3351,7d0f088de9a381bcf47e73d9472d88638f8c99496b3ec862a11083c878ec4157,GORGONGROUP,Pakistan,"['T1027', 'T1071', 'T1105']"
3352,bf45969c1cfb6f80a0fd9d06783f3b7e721a11716d381fd41d6d93418e489626,GORGONGROUP,Pakistan,"['T1071', 'T1105', 'T1027', 'T1059']"
3353,eb2edbdbdd78df8e2899081dfb88ff3f4ca71756af76f51712d9fc8b057aa17f,GORGONGROUP,Pakistan,"['T1071', 'T1059', 'T1105']"
3354,3af406016138e32bb26c3d48c4ce93f36cab3de3b4bc0d53d5896bdb83477b58,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1071']"
3355,fe279cc349a582393cca79f35b09535aaf32a78a3c1dc33f1ec282c7a0058078,GORGONGROUP,Pakistan,"['T1059', 'T1105', 'T1027', 'T1071']"
3356,0900b24117e6aeb76f1193772d130be8ba6090b1a6a5f429fbd1a4ff149c9d3d,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1105']"
3357,304fc99c410bee7d7467fa74d1b60c85d4fd398eef6cab42f27a0ac56f808281,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059']"
3358,81d2e8c99049659319dd864eb55b8b90087e2a357191ee028aabb5b63c566629,GORGONGROUP,Pakistan,"['T1059', 'T1027', 'T1105']"
3359,af20f3799d73fb3d7476bc04890a98c4322b70a902c55c8d4d80696114ef9ada,GORGONGROUP,Pakistan,"['T1059', 'T1071', 'T1105']"
3360,6f2b3ec34a5c2b6b449a6a3c5a5bc513202902e697a854516701ed44acc8001f,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1059', 'T1105']"
3361,fb3b60b718d32c99e8a1397a186ce1fa09a9427142151dff69202c48b38034c2,GORGONGROUP,Pakistan,"['T1071', 'T1027', 'T1105', 'T1059']"
3362,2546e3120e60789758d1b6d14fdff6b32a6e8bc37de9317769f47a8ed5b9e918,GORGONGROUP,Pakistan,"['T1027', 'T1105', 'T1059', 'T1071']"
